bad,mean,good
65.08,153.91,191.22
264.44,316.77,430.35
475.26,627.46,649.37
595.72,798.27,831.65
575.69,892.61,945.75
452.19,921.21,969.02
482.88,870.47,914.22
557.46,745.1,800.87
277.75,560.69,618.87
215.09,320.73,391.16
83.14,91.06,141.42
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
105.27,152.19,200.66
214.67,335.01,437.78
404.49,633.68,649.19
525.54,631.18,823.9
622.09,885.91,937.46
644.36,776.07,974.4
581.1,649.13,908.15
390.15,573.69,787.99
414.6,584.04,614.2
149.56,323.3,388.99
82.79,98.4,143.24
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
90.04,140.0,191.69
109.51,281.88,462.54
372.62,641.31,679.17
586.44,724.89,877.56
686.92,949.45,989.18
559.47,962.08,1010.96
557.14,940.94,954.75
452.27,679.81,825.92
457.44,553.4,642.02
272.51,399.12,412.93
103.97,150.13,165.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
61.82,110.34,193.77
79.48,363.02,449.81
396.27,636.08,681.67
531.1,831.78,859.21
616.65,966.54,979.0
582.28,1001.3,1020.84
675.81,800.57,955.41
367.96,742.71,847.18
456.75,634.57,655.96
169.79,291.02,412.03
98.56,160.3,167.26
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
79.56,143.78,194.08
245.28,357.19,438.33
364.51,641.96,675.65
595.58,724.38,862.25
683.84,786.59,986.79
258.28,979.31,1024.65
632.2,929.45,961.95
397.23,574.5,832.44
300.42,561.7,653.24
222.61,372.24,422.4
102.53,109.88,167.33
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
73.34,162.48,202.39
258.68,367.33,447.14
403.22,607.42,693.8
578.41,710.88,864.56
422.38,885.78,975.7
633.43,932.91,1011.68
579.06,846.44,961.09
503.92,812.28,840.64
455.69,502.18,647.4
211.23,306.43,414.42
93.99,154.1,162.46
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
70.34,146.96,200.15
252.67,284.31,448.38
453.47,615.13,675.32
533.19,680.46,862.31
678.04,956.48,984.25
689.74,933.6,1008.19
508.49,918.89,956.22
328.64,707.21,827.69
436.25,493.87,644.76
220.8,378.66,409.53
102.5,134.29,169.24
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
84.49,99.89,195.84
245.21,394.13,454.65
445.08,561.93,682.78
541.23,832.26,871.7
580.31,827.61,990.09
643.46,946.15,1006.61
399.89,935.81,973.31
363.98,661.71,823.66
438.75,614.5,643.16
272.16,343.89,413.93
108.6,144.28,165.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
75.75,135.34,192.66
218.99,429.28,439.47
467.12,562.31,691.25
593.68,782.77,860.2
711.98,898.56,987.97
746.74,946.02,1020.16
661.39,926.12,954.13
557.68,764.3,830.02
437.39,524.22,643.34
175.44,348.8,420.65
53.46,119.55,168.68
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
56.44,96.86,194.71
209.26,361.71,458.66
421.73,637.63,691.75
555.83,648.82,858.2
639.22,789.39,975.19
572.42,860.9,1016.83
526.48,897.65,976.46
460.9,704.3,845.53
391.05,568.57,642.13
261.51,366.83,409.59
104.23,121.18,168.96
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
28.55,152.4,184.8
240.09,381.98,439.78
424.51,649.79,676.9
552.52,784.76,861.48
715.72,805.73,972.21
763.13,840.19,1007.61
625.4,931.93,954.86
426.32,676.39,835.25
402.07,625.85,646.45
228.67,380.05,423.02
