bad,mean,good
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.38,15.52,30.27
134.57,185.33,252.23
370.22,446.91,519.32
581.88,653.12,751.12
738.68,882.95,911.72
800.31,934.09,1001.71
780.34,841.46,1025.44
738.92,755.72,956.24
545.61,668.15,807.96
452.48,520.38,612.6
241.2,353.53,374.67
65.07,101.08,115.46
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.89,18.31,31.39
127.59,238.68,250.41
226.5,459.77,521.72
389.45,665.87,743.4
657.38,864.09,927.01
809.98,956.93,1001.24
785.58,891.68,1038.43
715.21,803.25,964.97
616.67,777.74,836.48
308.05,509.42,616.05
207.33,330.49,365.03
55.86,92.0,119.99
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.85,17.97,34.26
142.41,205.09,247.64
304.32,442.32,505.29
511.19,692.26,739.43
663.95,834.69,914.89
548.19,887.49,1014.05
687.55,950.88,1017.17
651.31,829.43,955.01
622.91,686.79,842.63
388.93,555.74,610.63
228.66,333.53,371.93
60.93,104.12,116.72
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.11,20.88,29.92
132.75,172.38,248.66
315.65,396.24,511.1
495.59,698.4,733.51
726.26,851.97,905.44
803.95,991.15,1004.97
777.34,994.93,1024.37
708.69,873.27,960.58
604.63,781.38,810.03
420.95,584.22,610.85
233.31,352.64,371.42
62.72,96.7,114.16
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.64,26.98,29.04
52.0,242.12,249.37
312.63,495.54,529.51
526.81,697.73,746.41
714.17,888.53,915.12
745.65,872.72,1019.99
810.04,899.63,1019.62
744.86,880.22,962.64
592.68,734.53,831.44
430.61,555.03,621.52
187.84,299.69,367.02
61.85,99.34,116.93
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
